Id,Url,Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
151,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159263931178869&slink=603y4k&f1=1,35,3,6,,"град София, Обеля 2",2017,1-СТАЕН,Тухла,39900
152,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160215277995491&slink=603y4k&f1=1,35,5,24,НЕ,"град София, Студентски град",2023,1-СТАЕН,Тухла,30000
153,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160103930735256&slink=603y4k&f1=1,35,2,4,,"град София, Студентски град",0,1-СТАЕН,Тухла,37800
154,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159974044985531&slink=603y4k&f1=1,35,2,6,,"град София, Студентски град",2017,1-СТАЕН,Тухла,64999
155,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157970571114624&slink=603y4k&f1=1,35,2,6,,"град София, Студентски град",0,1-СТАЕН,Тухла,75000
156,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159722199212750&slink=603y4k&f1=1,35,1,6,ДА,"град София, Хладилника",0,1-СТАЕН,Тухла,46990
157,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160014667347906&slink=603y4k&f1=1,35,1,8,ДА,"град София, Хладилника",1999,1-СТАЕН,Тухла,47000
158,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160188355242638&slink=603y4k&f1=1,35,2,5,ДА,"град София, Център",1917,1-СТАЕН,Тухла,75900
159,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160268294590396&slink=603y4k&f1=1,35,1,5,ДА,"град София, Център",1975,1-СТАЕН,Тухла,127500
160,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157324473715189&slink=603y4k&f1=1,35,1,5,ДА,"град София, Център",1975,1-СТАЕН,Тухла,127500
161,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160215787972259&slink=603y4k&f1=1,35,1,6,ДА,"град София, Лозенец",2007,2-СТАЕН,Тухла,51800
162,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160284659101318&slink=603y4k&f1=1,35,1,8,НЕ,"град София, Люлин 6",1986,2-СТАЕН,Панел,35000
163,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157216729013694&slink=603y4k&f1=1,35,1,8,ДА,"град София, Люлин 6",1985,2-СТАЕН,Панел,35000
164,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159222031741323&slink=603y4k&f1=1,35,1,8,ДА,"град София, Люлин 6",1985,2-СТАЕН,Панел,35000
165,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156993405862842&slink=603y4k&f1=1,35,1,8,,"град София, Люлин 6",1980,2-СТАЕН,Панел,35999
166,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h160215799777443&slink=603y4k&f1=1,35,1,7,ДА,"град София, Лозенец",2007,АТЕЛИЕ, ТАВАН,Тухла,51800
167,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160283884361536&slink=603y53&f1=1,36,1,4,НЕ,"град София, Гео Милев",0,1-СТАЕН,Тухла,49842
168,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160309492627000&slink=603y53&f1=1,36,8,9,ДА,"град София, Дианабад",2020,1-СТАЕН,Тухла,57000
169,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160043014808641&slink=603y53&f1=1,36,2,4,ДА,"град София, Западен парк",1959,1-СТАЕН,Тухла,56500
170,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159705481579013&slink=603y53&f1=1,36,2,4,,"град София, Западен парк",1959,1-СТАЕН,Тухла,60000
171,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160014625495537&slink=603y53&f1=1,36,1,8,ДА,"град София, Лозенец",1999,1-СТАЕН,Тухла,47000
172,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157838566490423&slink=603y53&f1=1,36,1,8,ДА,"град София, Лозенец",0,1-СТАЕН,Тухла,56000
173,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160326549593112&slink=603y53&f1=1,36,3,9,,"град София, Надежда 1",2020,1-СТАЕН,Тухла,27000
174,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157468964015891&slink=603y53&f1=1,36,6,9,ДА,"град София, Надежда 2",2021,1-СТАЕН,Тухла,31797
175,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159065419581298&slink=603y53&f1=1,36,0,0,НЕ,"град София, Павлово",2021,1-СТАЕН,Тухла,38300
176,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159601364473646&slink=603y53&f1=1,36,1,13,,"град София, Студентски град",2018,1-СТАЕН,Тухла,39899
177,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159489521365538&slink=603y53&f1=1,36,0,0,,"град София, Студентски град",2021,1-СТАЕН,Тухла,43200
178,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159376971804223&slink=603y53&f1=1,36,4,5,,"град София, Студентски град",2022,1-СТАЕН,Тухла,43200
179,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160198776286715&slink=603y53&f1=1,36,9,9,НЕ,"град София, Студентски град",2017,1-СТАЕН,Тухла,46800
180,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159680991393811&slink=603y53&f1=1,36,5,6,НЕ,"град София, Студентски град",2021,1-СТАЕН,Тухла,50000
181,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160309289134052&slink=603y53&f1=1,36,8,8,ДА,"град София, Студентски град",2020,1-СТАЕН,Тухла,57000
182,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157468941527415&slink=603y53&f1=1,36,6,9,,"град София, Толстой",2021,1-СТАЕН,Тухла,31797
183,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158997319734504&slink=603y5d&f1=1,37,13,17,,"град София, Дървеница",2018,1-СТАЕН,ЕПК,53999
184,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159342436679104&slink=603y5d&f1=1,37,0,0,НЕ,"град София, Лагера",2021,1-СТАЕН,Тухла,49900
185,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158262917340136&slink=603y5d&f1=1,37,3,10,ДА,"град София, Лагера",2010,1-СТАЕН,Тухла,55000
186,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157235709700419&slink=603y5d&f1=1,37,1,8,ДА,"град София, Люлин 6",1985,1-СТАЕН,Панел,35000
187,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157683713998999&slink=603y5d&f1=1,37,1,8,,"град София, Люлин 6",1985,1-СТАЕН,Панел,35000
188,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158946583926256&slink=603y5d&f1=1,37,3,6,,"град София, Малинова долина",2021,1-СТАЕН,Тухла,39000
189,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160118374545868&slink=603y5d&f1=1,37,0,0,,"град София, Малинова долина",2021,1-СТАЕН,Тухла,40500
190,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160103854939226&slink=603y5d&f1=1,37,1,4,,"град София, Малинова долина",0,1-СТАЕН,Тухла,40890
191,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157623925891242&slink=603y5d&f1=1,37,1,7,,"град София, Овча купел 1",0,1-СТАЕН,Тухла,35000
192,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159101754604002&slink=603y5d&f1=1,37,4,5,,"град София, Павлово",2021,1-СТАЕН,Тухла,48412
193,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159790704993475&slink=603y5d&f1=1,37,4,24,Лок.отопл.,"град София, Студентски град",2023,1-СТАЕН,Тухла,32000
194,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157054742973716&slink=603y5d&f1=1,37,1,4,НЕ,"град София, Студентски град",2020,1-СТАЕН,Тухла,36600
195,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160085702577888&slink=603y5d&f1=1,37,3,4,,"град София, Студентски град",2021,1-СТАЕН,Тухла,41999
196,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158834895311241&slink=603y5d&f1=1,37,4,6,ДА,"град София, Студентски град",2020,1-СТАЕН,Тухла,47000
197,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159351396497552&slink=603y5d&f1=1,37,1,5,ДА,"град София, Студентски град",2020,1-СТАЕН,Тухла,47463
198,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160337714339651&slink=603y5d&f1=1,37,2,5,,"град София, Студентски град",2020,1-СТАЕН,Тухла,53500
199,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159706476527808&slink=603y5d&f1=1,37,3,6,НЕ,"град София, Център",2020,1-СТАЕН,Тухла,49500
200,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159351290853128&slink=603y5d&f1=1,37,7,7,ДА,"град София, Център",0,1-СТАЕН,Тухла,60000
201,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159109019857181&slink=603y5d&f1=1,37,7,7,ДА,"град София, Център",0,1-СТАЕН,Тухла,60000
202,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159531575161233&slink=603y5d&f1=1,37,4,4,Лок.отопл.,"град София, Център",1930,1-СТАЕН,Тухла,68500
203,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159006350351831&slink=603y5d&f1=1,37,13,16,ДА,"град София, Дървеница",2019,2-СТАЕН,ЕПК,54000
204,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157235028416372&slink=603y5d&f1=1,37,1,8,,"град София, Люлин 6",0,2-СТАЕН,Панел,35000
205,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159316669006669&slink=603y5d&f1=1,37,13,16,,"град София, Студентски град",2019,2-СТАЕН,ЕПК,53999
206,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h159786105054725&slink=603y5d&f1=1,37,1,7,ДА,"град София, Красна поляна 3",2019,АТЕЛИЕ, ТАВАН,Тухла,45000
207,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160225705266453&slink=603y5p&f1=1,38,6,21,ДА,"град София, Младост 2",1985,1-СТАЕН,ЕПК,59300
208,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160145949430055&slink=603y5p&f1=1,38,2,6,Лок.отопл.,"град София, Център",0,1-СТАЕН,Тухла,34000
209,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160130719121881&slink=603y5p&f1=1,38,2,6,Лок.отопл.,"град София, Левски",0,1-СТАЕН,Тухла,34000
210,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a156879945143388&slink=603y5p&f1=1,38,10,14,,"град София, Люлин 4",0,1-СТАЕН,ЕПК,41000
211,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158083611421206&slink=603y5p&f1=1,38,1,5,Лок.отопл.,"град София, Люлин 8",2020,1-СТАЕН,Тухла,26000
212,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160309340434446&slink=603y5p&f1=1,38,1,5,Лок.отопл.,"град София, Люлин 8",2021,1-СТАЕН,Тухла,26900
213,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160197675891971&slink=603y5p&f1=1,38,5,6,,"град София, Малинова долина",2021,1-СТАЕН,Тухла,38999
214,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160269589276814&slink=603y5p&f1=1,38,3,6,Лок.отопл.,"град София, Подуяне",2022,1-СТАЕН,Тухла,34000
215,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160337042400149&slink=603y5p&f1=1,38,1,4,ДА,"град София, Славия",1960,1-СТАЕН,Тухла,55000
216,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160188250679965&slink=603y5p&f1=1,38,6,6,,"град София, Студентски град",2018,1-СТАЕН,Тухла,44160
217,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159955410971665&slink=603y5p&f1=1,38,6,6,Лок.отопл.,"град София, Студентски град",2018,1-СТАЕН,Тухла,46400
218,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a156525457045073&slink=603y5p&f1=1,38,0,0,Лок.отопл.,"град София, Студентски град",2015,1-СТАЕН,Тухла,48990
219,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159351970615162&slink=603y5p&f1=1,38,8,9,ДА,"град София, Студентски град",1942,1-СТАЕН,Тухла,51600
220,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160164795601960&slink=603y5p&f1=1,38,2,6,Лок.отопл.,"град София, Сухата река",0,1-СТАЕН,Тухла,34000
221,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160283875834487&slink=603y5p&f1=1,38,2,6,Лок.отопл.,"град София, Хаджи Димитър",2018,1-СТАЕН,Тухла,28500
222,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b147126588753812&slink=603y5p&f1=1,38,5,14,,"град София, Банишора",2017,2-СТАЕН,ЕПК,49749
223,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160259997604770&slink=603y5p&f1=1,38,10,17,,"град София, Център",2006,2-СТАЕН,ЕПК,54900
224,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158081363079991&slink=603y5p&f1=1,38,3,3,,"град София, Център",0,2-СТАЕН,Тухла,55000
225,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158400528719931&slink=603y5p&f1=1,38,2,7,,"град София, Център",1975,2-СТАЕН,Тухла,79000
226,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158868671589126&slink=603y5p&f1=1,38,5,5,ДА,"град София, Център",1937,2-СТАЕН,Тухла,82999
227,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h157121247163691&slink=603y5p&f1=1,38,1,5,НЕ,"град София, Витоша",2018,АТЕЛИЕ, ТАВАН,Тухла,35000
228,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h160216859967229&slink=603y5p&f1=1,38,2,5,ДА,"град София, Студентски град",2020,АТЕЛИЕ, ТАВАН,Тухла,46000
229,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158359872284354&slink=603y5x&f1=1,39,7,8,ДА,"град София, Толстой",0,1-СТАЕН,Тухла,31700
230,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a153010383455594&slink=603y5x&f1=1,39,5,6,Лок.отопл.,"град София, Бъкстон",2020,1-СТАЕН,Тухла,48300
231,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159282321266812&slink=603y5x&f1=1,39,1,8,,"град София, Витоша",2021,1-СТАЕН,Тухла,42900
232,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157070958425591&slink=603y5x&f1=1,39,0,0,ДА,"град София, Дианабад",0,1-СТАЕН,Тухла,47000
233,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159843136668906&slink=603y5x&f1=1,39,4,4,ДА,"град София, Западен парк",1960,1-СТАЕН,Тухла,39950
234,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159695458382361&slink=603y5x&f1=1,39,5,6,,"град София, Кръстова вада",2019,1-СТАЕН,Тухла,52500
235,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a157683512355819&slink=603y5x&f1=1,39,1,1,ДА,"град София, Лагера",2020,1-СТАЕН,Тухла,49840
236,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159663397471393&slink=603y5x&f1=1,39,4,5,,"град София, Студентски град",2022,1-СТАЕН,Тухла,39990
237,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159351383968159&slink=603y5x&f1=1,39,1,5,ДА,"град София, Студентски град",2020,1-СТАЕН,Тухла,49213
238,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159541918247089&slink=603y5x&f1=1,39,3,6,,"град София, Студентски град",0,1-СТАЕН,Тухла,51999
239,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159923087499879&slink=603y5x&f1=1,39,5,5,,"град София, Сухата река",2022,1-СТАЕН,Тухла,35200
240,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158859621331526&slink=603y5x&f1=1,39,1,2,Лок.отопл.,"град София, гр. Нови Искър",1952,2-СТАЕН,Тухла,19700
241,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157798782893502&slink=603y5x&f1=1,39,4,4,ДА,"град София, Западен парк",1960,2-СТАЕН,Тухла,39500
242,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158843703975366&slink=603y5x&f1=1,39,0,0,НЕ,"град София, Павлово",2022,2-СТАЕН,Тухла,46000
243,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h159895103659993&slink=603y5x&f1=1,39,5,5,НЕ,"град София, Сухата река",0,АТЕЛИЕ, ТАВАН,Тухла,35200
244,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158815952369497&slink=603y61&f1=1,40,9,13,ДА,"град София, Младост 3",0,1-СТАЕН,ЕПК,49900
245,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160241018753418&slink=603y61&f1=1,40,1,4,Лок.отопл.,"град София, Толстой",1949,1-СТАЕН,Тухла,36000
246,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160337006560573&slink=603y61&f1=1,40,3,5,,"град София, Център",0,1-СТАЕН,Тухла,73000
247,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160216082240804&slink=603y61&f1=1,40,7,7,НЕ,"град София, Сухата река",1972,1-СТАЕН,Тухла,48500
248,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160093957740879&slink=603y61&f1=1,40,1,5,ДА,"град София, Център",1954,1-СТАЕН,Тухла,115000
249,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160311518793543&slink=603y61&f1=1,40,4,7,НЕ,"град София, Борово",2016,2-СТАЕН,Тухла,69900
250,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160311473669590&slink=603y61&f1=1,40,4,7,НЕ,"град София, Манастирски ливади",2016,2-СТАЕН,Тухла,69900
251,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160068789617684&slink=603y61&f1=1,40,3,4,,"град София, Витоша",2022,1-СТАЕН,Тухла,35500
252,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158151867645776&slink=603y61&f1=1,40,8,13,,"град София, Витоша",2018,1-СТАЕН,Тухла,41999
253,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a154236148535930&slink=603y61&f1=1,40,8,13,,"град София, Витоша",0,1-СТАЕН,Тухла,42500
254,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160310247618303&slink=603y61&f1=1,40,8,14,Лок.отопл.,"град София, Витоша",2019,1-СТАЕН,Тухла,49500
255,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160309634231290&slink=603y61&f1=1,40,8,14,Лок.отопл.,"град София, Витоша",2019,1-СТАЕН,Тухла,49500
256,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160309431698175&slink=603y61&f1=1,40,0,0,,"град София, Витоша",2019,1-СТАЕН,Тухла,49500
257,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160309402941344&slink=603y61&f1=1,40,0,0,,"град София, Витоша",2019,1-СТАЕН,Тухла,49500
258,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159972775678686&slink=603y61&f1=1,40,10,12,ДА,"град София, Гевгелийски",1982,1-СТАЕН,ЕПК,55000
259,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159337839901181&slink=603y61&f1=1,40,8,8,НЕ,"град София, Горубляне",2017,1-СТАЕН,Панел,40000
260,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a160007515133141&slink=603y61&f1=1,40,2,3,НЕ,"град София, гр. Нови Искър",1950,1-СТАЕН,Тухла,0
